,date,state,retail,grocery,parks,transit,workplaces,residential,cases,deaths,daily_new_cases,daily_new_deaths
5986,2020-06-25,TX,-7.111111111111111,-0.16326530612244897,27.48780487804878,-6.268817204301075,-28.671794871794873,10.10989010989011,136783,2321,5473.0,29.0
5987,2020-06-26,TX,-12.336,-2.839622641509434,10.808510638297872,-6.583333333333333,-29.71502590673575,11.630952380952381,142582,2362,5799.0,41.0
5988,2020-06-27,TX,-13.041666666666666,-1.1224489795918366,20.365384615384617,-6.933333333333334,-11.315436241610739,5.865384615384615,148639,2398,6057.0,36.0
5989,2020-06-28,TX,-11.933962264150944,-6.166666666666667,6.958333333333333,-6.352941176470588,-12.326241134751774,5.56,152437,2407,3798.0,9.0
5990,2020-06-29,TX,-8.214953271028037,-4.26530612244898,14.511111111111111,-7.868131868131868,-27.94300518134715,9.852272727272727,158756,2430,6319.0,23.0
5991,2020-06-30,TX,-4.87719298245614,-1.28125,26.452380952380953,-6.604395604395604,-29.61025641025641,10.415730337078651,166703,2482,7947.0,52.0
5992,2020-07-01,TX,-0.6403508771929824,4.873684210526315,31.157894736842106,-2.891304347826087,-29.607142857142858,9.8,174826,2518,8123.0,36.0
5993,2020-07-02,TX,1.1206896551724137,9.463917525773196,28.9,-1.3043478260869565,-32.39593908629442,9.620689655172415,182260,2562,7434.0,44.0
5994,2020-07-03,TX,-5.217741935483871,10.557692307692308,22.813953488372093,-10.221052631578948,-48.4263959390863,15.426666666666666,189418,2608,7158.0,46.0
5995,2020-07-04,TX,-26.170731707317074,0.21649484536082475,17.846153846153847,-23.98913043478261,-26.853503184713375,7.38,195707,2646,6289.0,38.0
5996,2020-07-05,TX,-17.20754716981132,-10.747252747252746,-5.576923076923077,-10.443181818181818,-19.81118881118881,6.0,200137,2666,4430.0,20.0
5997,2020-07-06,TX,-9.605504587155963,-4.255102040816326,2.297872340425532,-8.340909090909092,-32.94871794871795,11.541176470588235,209350,2726,9213.0,60.0
5998,2020-07-07,TX,-10.368421052631579,-4.628865979381444,15.222222222222221,-9.494505494505495,-32.795918367346935,12.045977011494253,219164,2816,9814.0,90.0
5999,2020-07-08,TX,-8.0625,-1.4583333333333333,23.83783783783784,-6.989247311827957,-31.164102564102564,10.910112359550562,229116,2935,9952.0,119.0
6000,2020-07-09,TX,-9.440677966101696,-0.41414141414141414,23.0,-8.617021276595745,-31.918367346938776,10.897727272727273,240025,3037,10909.0,102.0
6001,2020-07-10,TX,-14.03968253968254,-4.122641509433962,14.404255319148936,-8.864583333333334,-32.353846153846156,11.951807228915662,249948,3129,9923.0,92.0
6002,2020-07-11,TX,-15.291666666666666,-2.163265306122449,9.727272727272727,-9.838709677419354,-13.10738255033557,6.764705882352941,258280,3206,8332.0,77.0
6003,2020-07-12,TX,-13.641509433962264,-6.186813186813187,1.4489795918367347,-10.529411764705882,-16.833333333333332,6.104166666666667,264811,3246,6531.0,40.0
6004,2020-07-13,TX,-11.130841121495328,-5.585858585858586,3.909090909090909,-11.477777777777778,-30.71794871794872,10.611764705882353,273732,3313,8921.0,67.0
6005,2020-07-14,TX,-8.866071428571429,-3.84375,22.853658536585368,-9.741935483870968,-32.215384615384615,11.091954022988507,284638,3449,10906.0,136.0
6006,2020-07-15,TX,-7.232142857142857,-0.65625,23.53846153846154,-7.3578947368421055,-30.71794871794872,10.704545454545455,296478,3590,11840.0,141.0
6007,2020-07-16,TX,-9.655172413793103,-1.7474747474747474,22.024390243902438,-8.315217391304348,-31.753846153846155,10.761363636363637,311516,3744,15038.0,154.0
6008,2020-07-17,TX,-13.753968253968255,-4.330188679245283,14.319148936170214,-8.1875,-32.676923076923075,11.80722891566265,321254,3889,9738.0,145.0
6009,2020-07-18,TX,-14.588235294117647,-3.3917525773195876,13.0,-10.157303370786517,-14.173333333333334,6.372549019607843,330059,3972,8805.0,83.0
6010,2020-07-19,TX,-12.349056603773585,-6.4222222222222225,6.244897959183674,-9.297619047619047,-17.076923076923077,5.541666666666667,338036,4033,7977.0,61.0
6011,2020-07-20,TX,-11.65137614678899,-7.282828282828283,7.590909090909091,-11.076086956521738,-30.788659793814432,10.430232558139535,345672,4160,7636.0,127.0
6012,2020-07-21,TX,-10.794642857142858,-6.704081632653061,15.911111111111111,-10.494505494505495,-32.16161616161616,11.528735632183908,355594,4319,9922.0,159.0
6013,2020-02-25,UT,6.409090909090909,10.380952380952381,14.857142857142858,4.0,1.7083333333333333,-0.75,1,0,-355593.0,-4319.0
6014,2020-02-26,UT,11.318181818181818,12.238095238095237,25.0,4.6923076923076925,1.5416666666666667,-0.9166666666666666,1,0,0.0,0.0
6015,2020-02-27,UT,13.08695652173913,15.523809523809524,37.42857142857143,9.76923076923077,1.5833333333333333,-1.0833333333333333,1,0,0.0,0.0
6016,2020-02-28,UT,13.318181818181818,17.476190476190474,43.42857142857143,8.923076923076923,1.625,-1.5,1,0,0.0,0.0
6017,2020-02-29,UT,16.91304347826087,18.26086956521739,32.166666666666664,11.692307692307692,1.3125,-1.75,1,0,0.0,0.0
6018,2020-03-01,UT,13.125,10.75,-17.571428571428573,4.454545454545454,-0.26666666666666666,0.42857142857142855,1,0,0.0,0.0
6019,2020-03-02,UT,12.380952380952381,18.523809523809526,16.714285714285715,3.6666666666666665,3.4583333333333335,-0.8333333333333334,1,0,0.0,0.0
6020,2020-03-03,UT,14.318181818181818,17.38095238095238,24.857142857142858,4.923076923076923,-0.20833333333333334,0.08333333333333333,1,0,0.0,0.0
6021,2020-03-04,UT,14.045454545454545,19.9,49.0,8.615384615384615,2.0,-0.6666666666666666,1,0,0.0,0.0
6022,2020-03-05,UT,17.304347826086957,22.0,62.833333333333336,11.923076923076923,2.375,-1.0833333333333333,1,0,0.0,0.0
6023,2020-03-06,UT,14.478260869565217,22.285714285714285,54.714285714285715,10.153846153846153,2.2916666666666665,-1.25,3,0,2.0,0.0
6024,2020-03-07,UT,18.045454545454547,21.5,32.77777777777778,12.538461538461538,0.125,-1.0,3,0,0.0,0.0
6025,2020-03-08,UT,18.88235294117647,20.1875,24.0,10.181818181818182,0.8,-0.7142857142857143,3,0,0.0,0.0
