,date,state,retail,grocery,parks,transit,workplaces,residential,cases,deaths,daily_new_cases,daily_new_deaths
1808,2020-07-20,ID,10.714285714285714,18.0,,23.88888888888889,-23.38888888888889,3.25,15380,123,420.0,3.0
1809,2020-07-21,ID,8.529411764705882,20.0,159.0,17.333333333333332,-27.27777777777778,5.461538461538462,15899,127,519.0,4.0
1810,2020-02-15,IL,6.357142857142857,3.0704225352112675,15.473684210526315,2.066666666666667,1.381578947368421,-0.7916666666666666,2,0,-15897.0,-127.0
1811,2020-02-16,IL,9.9,4.029850746268656,21.1875,2.6551724137931036,2.015625,-1.2272727272727273,2,0,0.0,0.0
1812,2020-02-17,IL,-0.5125,-3.9714285714285715,-11.625,-4.258064516129032,-20.894736842105264,5.318181818181818,2,0,0.0,0.0
1813,2020-02-18,IL,0.4878048780487805,-1.5217391304347827,4.25,1.7666666666666666,1.351063829787234,0.28,2,0,0.0,0.0
1814,2020-02-19,IL,2.4390243902439024,-2.338235294117647,3.0,2.8666666666666667,1.7659574468085106,0.06,2,0,0.0,0.0
1815,2020-02-20,IL,1.4705882352941178,-0.7571428571428571,0.6875,1.9666666666666666,1.7872340425531914,0.06,2,0,0.0,0.0
1816,2020-02-21,IL,4.9186046511627906,-1.04,8.352941176470589,3.84375,3.467391304347826,-0.8571428571428571,2,0,0.0,0.0
1817,2020-02-22,IL,15.452380952380953,8.583333333333334,64.57142857142857,7.566666666666666,5.337837837837838,-2.56,2,0,0.0,0.0
1818,2020-02-23,IL,15.215189873417721,10.76923076923077,94.6875,4.517241379310345,4.28125,-1.8181818181818181,2,0,0.0,0.0
1819,2020-02-24,IL,1.85,3.6911764705882355,-6.5,-1.2,2.7282608695652173,0.46,2,0,0.0,0.0
1820,2020-02-25,IL,1.0609756097560976,-0.7571428571428571,-9.25,-2.1666666666666665,1.3655913978494623,1.1,2,0,0.0,0.0
1821,2020-02-26,IL,3.9146341463414633,-2.1142857142857143,-7.117647058823529,0.5483870967741935,-1.4893617021276595,1.4,2,0,0.0,0.0
1822,2020-02-27,IL,10.404761904761905,6.521739130434782,2.875,4.7,2.6808510638297873,-0.58,2,0,0.0,0.0
1823,2020-02-28,IL,10.635294117647058,3.2933333333333334,6.555555555555555,5.6875,3.239130434782609,-1.28,2,0,0.0,0.0
1824,2020-02-29,IL,21.142857142857142,15.541666666666666,36.8125,10.433333333333334,4.226666666666667,-3.3461538461538463,3,0,1.0,0.0
1825,2020-03-01,IL,26.759493670886076,19.61904761904762,126.91666666666667,13.785714285714286,5.15625,-2.8181818181818183,3,0,0.0,0.0
1826,2020-03-02,IL,11.125,8.424242424242424,21.266666666666666,3.066666666666667,0.8279569892473119,-0.16,4,0,1.0,0.0
1827,2020-03-03,IL,14.524390243902438,12.5,25.666666666666668,4.133333333333334,2.118279569892473,-0.8823529411764706,4,0,0.0,0.0
1828,2020-03-04,IL,14.74390243902439,10.134328358208956,33.0,6.566666666666666,2.5106382978723403,-1.0784313725490196,4,0,0.0,0.0
1829,2020-03-05,IL,11.166666666666666,9.602941176470589,28.733333333333334,3.7666666666666666,2.595744680851064,-0.92,5,0,1.0,0.0
1830,2020-03-06,IL,10.670588235294117,3.5,27.9375,9.6875,3.119565217391304,-1.2653061224489797,6,0,1.0,0.0
1831,2020-03-07,IL,22.178571428571427,16.732394366197184,94.58333333333333,15.344827586206897,5.118421052631579,-3.1666666666666665,6,0,0.0,0.0
1832,2020-03-08,IL,23.68354430379747,17.078125,169.66666666666666,16.107142857142858,3.046875,-2.409090909090909,7,0,1.0,0.0
1833,2020-03-09,IL,3.55,3.1641791044776117,-7.9375,0.5666666666666667,0.1956521739130435,1.2653061224489797,11,0,4.0,0.0
1834,2020-03-10,IL,8.75609756097561,9.621212121212121,16.5,3.066666666666667,-0.5106382978723404,0.24489795918367346,19,0,8.0,0.0
1835,2020-03-11,IL,10.926829268292684,11.761194029850746,19.125,4.866666666666666,-0.10638297872340426,-0.08163265306122448,25,0,6.0,0.0
1836,2020-03-12,IL,9.2,30.77777777777778,12.466666666666667,1.4666666666666666,-0.26595744680851063,0.4897959183673469,32,0,7.0,0.0
1837,2020-03-13,IL,12.151162790697674,39.279411764705884,25.8,5.066666666666666,-0.5543478260869565,-0.32653061224489793,46,0,14.0,0.0
1838,2020-03-14,IL,1.5465116279069768,31.63235294117647,-9.631578947368421,-1.5172413793103448,1.5945945945945945,2.6666666666666665,66,0,20.0,0.0
1839,2020-03-15,IL,5.575,39.86206896551724,20.235294117647058,0.17857142857142858,-1.46875,2.6818181818181817,94,0,28.0,0.0
1840,2020-03-16,IL,-0.3875,40.916666666666664,-17.176470588235293,-8.133333333333333,-8.763440860215054,5.612244897959184,104,0,10.0,0.0
1841,2020-03-17,IL,-22.301204819277107,24.174603174603174,48.666666666666664,-7.7,-20.989473684210527,8.88888888888889,159,1,55.0,1.0
1842,2020-03-18,IL,-30.674698795180724,14.666666666666666,-27.666666666666668,-12.766666666666667,-24.25,12.409090909090908,286,1,127.0,0.0
1843,2020-03-19,IL,-33.08045977011494,18.078125,-20.176470588235293,-17.161290322580644,-25.68421052631579,13.651162790697674,420,4,134.0,3.0
1844,2020-03-20,IL,-29.808988764044944,35.1044776119403,-16.833333333333332,-16.28125,-26.447916666666668,13.78048780487805,583,5,163.0,1.0
1845,2020-03-21,IL,-42.85227272727273,12.91304347826087,-5.842105263157895,-19.06451612903226,-18.0,11.285714285714286,751,6,168.0,1.0
1846,2020-03-22,IL,-57.951219512195124,-26.88888888888889,-40.1,-34.06666666666667,-30.616438356164384,12.75,1047,9,296.0,3.0
1847,2020-03-23,IL,-43.57831325301205,-13.0,-25.3125,-27.78125,-36.666666666666664,17.57894736842105,1285,12,238.0,3.0
1848,2020-03-24,IL,-43.55294117647059,-12.18840579710145,-10.0,-26.774193548387096,-38.708333333333336,18.57894736842105,1535,16,250.0,4.0
1849,2020-03-25,IL,-37.86904761904762,-8.542857142857143,41.4,-24.193548387096776,-38.614583333333336,17.44736842105263,1874,21,339.0,5.0
1850,2020-03-26,IL,-39.31395348837209,-7.25,-9.294117647058824,-27.322580645161292,-38.708333333333336,18.44736842105263,2538,26,664.0,5.0
1851,2020-03-27,IL,-41.06666666666667,-8.333333333333334,-2.4705882352941178,-29.818181818181817,-38.010416666666664,19.486486486486488,3029,37,491.0,11.0
1852,2020-03-28,IL,-45.9080459770115,-10.125,-14.166666666666666,-32.0,-26.036585365853657,13.857142857142858,3547,50,518.0,13.0
1853,2020-03-29,IL,-41.55952380952381,-13.478260869565217,-11.470588235294118,-34.233333333333334,-30.767123287671232,11.944444444444445,4615,71,1068.0,21.0
1854,2020-03-30,IL,-31.890243902439025,-6.895522388059701,26.142857142857142,-26.64516129032258,-37.385416666666664,15.95,5070,84,455.0,13.0
1855,2020-03-31,IL,-37.80952380952381,-8.676470588235293,-13.25,-26.903225806451612,-39.52577319587629,17.94736842105263,5992,107,922.0,23.0
1856,2020-04-01,IL,-31.96385542168675,1.161764705882353,32.8,-23.64516129032258,-39.65625,16.85,6978,146,986.0,39.0
1857,2020-04-02,IL,-36.44827586206897,-0.8529411764705882,39.666666666666664,-26.06451612903226,-39.927083333333336,17.55263157894737,7695,165,717.0,19.0
1858,2020-04-03,IL,-35.98863636363637,0.7733333333333333,34.6875,-27.71875,-39.6875,18.666666666666668,8904,212,1209.0,47.0
1859,2020-04-04,IL,-44.770114942528735,2.5694444444444446,-4.333333333333333,-30.71875,-27.271604938271604,13.523809523809524,10357,248,1453.0,36.0
1860,2020-04-05,IL,-40.46987951807229,-5.348484848484849,39.75,-32.54838709677419,-31.58108108108108,10.7,11276,283,919.0,35.0
1861,2020-04-06,IL,-39.67567567567568,-9.666666666666666,17.4,-28.612903225806452,-39.239583333333336,16.657894736842106,12262,309,986.0,26.0
1862,2020-04-07,IL,-36.333333333333336,-5.407407407407407,51.76923076923077,-24.433333333333334,-41.197916666666664,16.641025641025642,13549,384,1287.0,75.0
1863,2020-04-08,IL,-38.333333333333336,-8.296296296296296,19.666666666666668,-26.225806451612904,-41.697916666666664,17.46153846153846,15078,464,1529.0,80.0
1864,2020-04-09,IL,-39.0,-2.0714285714285716,-9.705882352941176,-30.677419354838708,-41.97938144329897,18.63157894736842,16422,534,1344.0,70.0
1865,2020-04-10,IL,-36.744680851063826,1.5517241379310345,21.8125,-31.0,-48.666666666666664,21.08823529411765,17887,607,1465.0,73.0
1866,2020-04-11,IL,-38.69565217391305,5.555555555555555,28.6,-32.12903225806452,-28.5609756097561,12.714285714285714,19180,682,1293.0,75.0
1867,2020-04-12,IL,-61.65,-35.2,6.8125,-41.1,-38.078947368421055,11.666666666666666,20852,727,1672.0,45.0
1868,2020-04-13,IL,-38.94444444444444,-13.6,-18.41176470588235,-31.125,-40.177083333333336,17.972972972972972,22025,800,1173.0,73.0
1869,2020-04-14,IL,-37.41025641025641,-11.233333333333333,-11.294117647058824,-27.303030303030305,-39.83505154639175,18.17948717948718,23247,878,1222.0,78.0
1870,2020-04-15,IL,-29.358974358974358,-5.033333333333333,-15.055555555555555,-25.0,-39.65625,18.0,24593,958,1346.0,80.0
1871,2020-04-16,IL,-31.375,-1.5666666666666667,-1.25,-28.12121212121212,-38.875,18.0,25734,1081,1141.0,123.0
1872,2020-04-17,IL,-38.458333333333336,-13.342857142857143,-26.27777777777778,-31.852941176470587,-39.822916666666664,21.085714285714285,27575,1142,1841.0,61.0
1873,2020-04-18,IL,-32.15217391304348,-1.7,49.5,-23.806451612903224,-23.5125,11.333333333333334,29160,1272,1585.0,130.0
1874,2020-04-19,IL,-32.27777777777778,-10.689655172413794,66.26666666666667,-29.133333333333333,-28.26027397260274,9.45,30357,1302,1197.0,30.0
1875,2020-04-20,IL,-28.166666666666668,-8.0,35.333333333333336,-24.838709677419356,-37.552083333333336,15.5,31508,1359,1151.0,57.0
1876,2020-04-21,IL,-28.564102564102566,-4.766666666666667,24.214285714285715,-24.3,-39.144329896907216,16.609756097560975,33059,1479,1551.0,120.0
1877,2020-04-22,IL,-30.076923076923077,-5.933333333333334,22.8,-21.46875,-39.364583333333336,16.65,35108,1577,2049.0,98.0
1878,2020-04-23,IL,-33.325,-4.466666666666667,2.066666666666667,-27.8125,-38.979166666666664,18.026315789473685,36935,1696,1827.0,119.0
1879,2020-04-24,IL,-33.0625,-8.147058823529411,7.125,-28.0,-37.8,18.52777777777778,39658,1804,2723.0,108.0
1880,2020-04-25,IL,-37.6875,-7.866666666666666,-27.57894736842105,-29.096774193548388,-25.7125,13.523809523809524,41777,1884,2119.0,80.0
1881,2020-04-26,IL,-27.75,-4.5,88.0,-21.82758620689655,-27.549295774647888,8.55,43903,1943,2126.0,59.0
1882,2020-04-27,IL,-26.27777777777778,-5.133333333333334,16.714285714285715,-21.451612903225808,-36.41489361702128,15.45,45883,1992,1980.0,49.0
1883,2020-04-28,IL,-26.28205128205128,-2.933333333333333,30.142857142857142,-20.7,-38.291666666666664,10.21951219512195,48102,2132,2219.0,140.0
1884,2020-04-29,IL,-30.692307692307693,-5.866666666666666,-34.15,-25.3125,-38.770833333333336,18.325,50355,2221,2253.0,89.0
1885,2020-04-30,IL,-23.275,5.8,23.8125,-21.387096774193548,-37.34375,16.125,52918,2361,2563.0,140.0
1886,2020-05-01,IL,-23.729166666666668,-0.4117647058823529,55.733333333333334,-18.625,-36.40625,15.256410256410257,56055,2464,3137.0,103.0
1887,2020-05-02,IL,-24.58695652173913,3.9,104.54545454545455,-12.466666666666667,-21.358974358974358,7.636363636363637,58505,2576,2450.0,112.0
1888,2020-05-03,IL,-24.166666666666668,-2.5714285714285716,86.4375,-19.79310344827586,-25.12676056338028,7.5,61499,2632,2994.0,56.0
1889,2020-05-04,IL,-23.885714285714286,-1.4666666666666666,12.3125,-21.966666666666665,-34.96875,14.146341463414634,63840,2673,2341.0,41.0
1890,2020-05-05,IL,-25.358974358974358,1.7,-15.055555555555555,-23.266666666666666,-36.510416666666664,16.804878048780488,65889,2843,2049.0,170.0
1891,2020-05-06,IL,-22.58974358974359,3.433333333333333,48.92857142857143,-16.233333333333334,-35.677083333333336,14.738095238095237,68164,2977,2275.0,134.0
1892,2020-05-07,IL,-23.5,4.9,67.0,-18.0,-35.541666666666664,14.5,70802,3139,2638.0,162.0
1893,2020-05-08,IL,-26.458333333333332,2.5757575757575757,25.5,-18.677419354838708,-35.28125,16.307692307692307,73688,3262,2886.0,123.0
1894,2020-05-09,IL,-21.869565217391305,20.333333333333332,83.54545454545455,-12.666666666666666,-18.102564102564102,7.454545454545454,76008,3362,2320.0,100.0
1895,2020-05-10,IL,-27.88888888888889,5.888888888888889,-13.235294117647058,-23.366666666666667,-23.02857142857143,7.523809523809524,77662,3426,1654.0,64.0
1896,2020-05-11,IL,-27.945945945945947,-5.766666666666667,17.428571428571427,-19.6,-33.98936170212766,14.121951219512194,79123,3480,1461.0,54.0
1897,2020-05-12,IL,-24.94871794871795,-1.4,45.833333333333336,-16.333333333333332,-34.791666666666664,14.142857142857142,83168,3617,4045.0,137.0
1898,2020-05-13,IL,-24.487179487179485,-0.6333333333333333,33.285714285714285,-16.967741935483872,-34.708333333333336,14.902439024390244,84874,3815,1706.0,198.0
1899,2020-05-14,IL,-26.68,1.5208333333333333,14.8,-21.966666666666665,-34.25,15.642857142857142,88081,3945,3207.0,130.0
1900,2020-05-15,IL,-25.962962962962962,0.27450980392156865,67.4,-19.34375,-33.666666666666664,14.76923076923077,90528,4075,2447.0,130.0
1901,2020-05-16,IL,-25.90909090909091,6.476190476190476,88.3076923076923,-12.9,-17.128205128205128,7.818181818181818,92669,4149,2141.0,74.0
1902,2020-05-17,IL,-31.224489795918366,-5.9743589743589745,-20.625,-25.966666666666665,-23.492957746478872,9.6,94360,4198,1691.0,49.0
1903,2020-05-18,IL,-22.26530612244898,0.8043478260869565,17.642857142857142,-19.3,-31.416666666666668,13.547619047619047,96778,4257,2418.0,59.0
1904,2020-05-19,IL,-24.612244897959183,0.3617021276595745,4.928571428571429,-18.933333333333334,-32.677083333333336,14.738095238095237,98298,4399,1520.0,142.0
1905,2020-05-20,IL,-20.5,4.340425531914893,46.857142857142854,-13.866666666666667,-32.510416666666664,13.547619047619047,100713,4547,2415.0,148.0
1906,2020-05-21,IL,-20.34,6.553191489361702,58.07142857142857,-13.1,-32.427083333333336,13.095238095238095,102995,4634,2282.0,87.0
1907,2020-05-22,IL,-22.22222222222222,4.72,83.61538461538461,-9.03448275862069,-33.15625,12.317073170731707,105710,4740,2715.0,106.0
1908,2020-05-23,IL,-24.30909090909091,11.119047619047619,76.0909090909091,-9.827586206896552,-16.714285714285715,6.590909090909091,108100,4817,2390.0,77.0
1909,2020-05-24,IL,-15.653061224489797,13.025641025641026,126.08333333333333,-14.966666666666667,-21.66176470588235,3.761904761904762,110541,4884,2441.0,67.0
1910,2020-05-25,IL,-24.73469387755102,-1.4285714285714286,76.91666666666667,-28.838709677419356,-70.86315789473684,21.25,112248,4912,1707.0,28.0
1911,2020-05-26,IL,-19.632653061224488,3.3333333333333335,48.5,-18.5,-31.072916666666668,12.380952380952381,113486,4960,1238.0,48.0
1912,2020-05-27,IL,-20.38,2.326530612244898,42.42857142857143,-14.366666666666667,-30.875,12.904761904761905,114612,5118,1126.0,158.0
1913,2020-05-28,IL,-19.96,6.191489361702128,33.857142857142854,-14.827586206896552,-29.46875,13.119047619047619,116128,5225,1516.0,107.0
1914,2020-05-29,IL,-15.12962962962963,2.3877551020408165,88.6923076923077,-8.3,-27.94736842105263,10.714285714285714,117794,5308,1666.0,83.0
1915,2020-05-30,IL,-13.87037037037037,11.023809523809524,124.875,0.41379310344827586,-4.786666666666667,3.4347826086956523,119290,5368,1496.0,60.0
1916,2020-05-31,IL,-9.02,6.666666666666667,150.0909090909091,-3.2142857142857144,-9.169230769230769,3.4761904761904763,120588,5426,1298.0,58.0
1917,2020-06-01,IL,-9.875,6.413043478260869,49.714285714285715,-9.166666666666666,-27.63157894736842,9.953488372093023,121666,5458,1078.0,32.0
1918,2020-06-02,IL,-9.816326530612244,8.27659574468085,59.166666666666664,-10.033333333333333,-28.46875,10.069767441860465,123244,5567,1578.0,109.0
1919,2020-06-03,IL,-8.306122448979592,8.770833333333334,52.0,-10.275862068965518,-28.1875,10.418604651162791,124279,5665,1035.0,98.0
1920,2020-06-04,IL,-8.653061224489797,12.574468085106384,77.64285714285714,-8.758620689655173,-27.71875,9.744186046511627,125149,5772,870.0,107.0
1921,2020-06-05,IL,-13.0,6.224489795918367,76.92307692307692,-6.774193548387097,-28.010526315789473,9.261904761904763,126317,5834,1168.0,62.0
1922,2020-06-06,IL,-11.648148148148149,14.595238095238095,118.5,3.586206896551724,-6.226666666666667,2.391304347826087,127251,5898,934.0,64.0
1923,2020-06-07,IL,-7.3061224489795915,11.564102564102564,138.27272727272728,-1.3703703703703705,-10.469696969696969,2.3333333333333335,128070,5939,819.0,41.0
1924,2020-06-08,IL,-8.693877551020408,7.638297872340425,74.61538461538461,-7.133333333333334,-27.042105263157893,8.395348837209303,129543,6142,1473.0,203.0
1925,2020-06-09,IL,-16.918367346938776,0.9583333333333334,21.923076923076923,-11.4,-28.125,11.69767441860465,130321,6237,778.0,95.0
1926,2020-06-10,IL,-9.26530612244898,7.104166666666667,50.42857142857143,-8.10344827586207,-27.291666666666668,9.840909090909092,130889,6302,568.0,65.0
1927,2020-06-11,IL,-6.26530612244898,10.46808510638298,105.25,-4.714285714285714,-26.936842105263157,8.162790697674419,131731,6388,842.0,86.0
1928,2020-06-12,IL,-10.61111111111111,5.88,98.84615384615384,-2.310344827586207,-27.25263157894737,7.761904761904762,132489,6469,758.0,81.0
1929,2020-06-13,IL,-9.185185185185185,13.285714285714286,143.5,7.0,-3.6623376623376624,1.3333333333333333,133117,6491,628.0,22.0
1930,2020-06-14,IL,-5.666666666666667,9.41025641025641,165.9,4.821428571428571,-8.56060606060606,1.2380952380952381,133719,6512,602.0,21.0
1931,2020-06-15,IL,-5.612244897959184,7.3125,93.91666666666667,-4.0,-26.329787234042552,7.651162790697675,134247,6543,528.0,31.0
1932,2020-06-16,IL,-6.591836734693878,7.916666666666667,97.25,-4.433333333333334,-26.572916666666668,8.372093023255815,134866,6608,619.0,65.0
1933,2020-06-17,IL,-5.36734693877551,8.458333333333334,96.92307692307692,-3.3333333333333335,-27.0625,7.909090909090909,135416,6687,550.0,79.0
1934,2020-06-18,IL,-6.061224489795919,10.127659574468085,97.6923076923077,-4.241379310344827,-26.8,7.837209302325581,136081,6737,665.0,50.0
1935,2020-06-19,IL,-10.245283018867925,6.729166666666667,97.84615384615384,0.10714285714285714,-27.541666666666668,7.0,136917,6801,836.0,64.0
1936,2020-06-20,IL,-11.037037037037036,17.642857142857142,89.875,4.551724137931035,-5.818181818181818,2.0434782608695654,137535,6846,618.0,45.0
1937,2020-06-21,IL,-10.36734693877551,13.333333333333334,140.33333333333334,2.642857142857143,-7.892307692307693,0.2727272727272727,138154,6865,619.0,19.0
1938,2020-06-22,IL,-13.244897959183673,-1.5,42.142857142857146,-5.666666666666667,-28.48936170212766,9.511627906976743,138615,6889,461.0,24.0
1939,2020-06-23,IL,-7.1020408163265305,5.5625,104.63636363636364,-2.6666666666666665,-27.5,8.255813953488373,139282,6925,667.0,36.0
1940,2020-06-24,IL,-5.204081632653061,5.319148936170213,103.46153846153847,-1.7586206896551724,-26.791666666666668,7.622222222222222,140025,6986,743.0,61.0
1941,2020-06-25,IL,-5.469387755102041,8.53191489361702,107.16666666666667,-1.793103448275862,-26.768421052631577,7.4186046511627906,140935,7024,910.0,38.0
1942,2020-06-26,IL,-9.09433962264151,-0.5306122448979592,56.07142857142857,-0.9310344827586207,-27.46315789473684,8.166666666666666,141812,7059,877.0,35.0
1943,2020-06-27,IL,-7.796296296296297,7.071428571428571,137.7,9.655172413793103,-6.826666666666667,1.565217391304348,142536,7083,724.0,24.0
1944,2020-06-28,IL,-3.88,3.6923076923076925,136.3846153846154,5.222222222222222,-7.515625,1.3181818181818181,143117,7098,581.0,15.0
1945,2020-06-29,IL,-4.959183673469388,2.3404255319148937,59.083333333333336,-1.2258064516129032,-27.294736842105262,7.883720930232558,143885,7115,768.0,17.0
1946,2020-06-30,IL,-4.0,2.7291666666666665,58.54545454545455,-2.033333333333333,-28.40625,9.095238095238095,144661,7136,776.0,21.0
1947,2020-07-01,IL,3.979591836734694,11.395833333333334,87.3076923076923,3.3448275862068964,-27.864583333333332,7.3023255813953485,145541,7160,880.0,24.0
1948,2020-07-02,IL,9.448979591836734,20.78723404255319,110.57142857142857,5.37037037037037,-31.041666666666668,6.1395348837209305,146407,7197,866.0,37.0
1949,2020-07-03,IL,2.9622641509433962,22.02127659574468,128.83333333333334,0.43333333333333335,-53.541666666666664,10.970588235294118,147293,7222,886.0,25.0
1950,2020-07-04,IL,-26.517857142857142,6.095238095238095,140.0,-10.466666666666667,-26.05,1.3636363636363635,148151,7234,858.0,12.0
1951,2020-07-05,IL,-8.16,-1.4871794871794872,125.36363636363636,8.214285714285714,-14.014925373134329,0.7142857142857143,148730,7241,579.0,7.0
1952,2020-07-06,IL,-1.7142857142857142,5.195652173913044,82.91666666666667,3.3,-31.208333333333332,7.928571428571429,149428,7250,698.0,9.0
1953,2020-07-07,IL,-3.7755102040816326,5.708333333333333,77.91666666666667,-1.8666666666666667,-29.09375,8.279069767441861,150110,7281,682.0,31.0
1954,2020-07-08,IL,-2.5510204081632653,5.0,80.07692307692308,0.1,-28.135416666666668,7.883720930232558,151055,7315,945.0,34.0
1955,2020-07-09,IL,-3.836734693877551,6.723404255319149,77.07692307692308,-1.4482758620689655,-28.11578947368421,8.023255813953488,152188,7333,1133.0,18.0
1956,2020-07-10,IL,-5.537037037037037,3.7551020408163267,108.66666666666667,3.4642857142857144,-27.489583333333332,6.761904761904762,153406,7349,1218.0,16.0
1957,2020-07-11,IL,-7.481481481481482,7.761904761904762,131.375,10.793103448275861,-5.8133333333333335,1.0,154530,7372,1124.0,23.0
1958,2020-07-12,IL,-2.061224489795918,5.871794871794871,173.66666666666666,11.035714285714286,-8.515151515151516,0.47619047619047616,155355,7391,825.0,19.0
1959,2020-07-13,IL,-2.7142857142857144,4.260869565217392,105.54545454545455,0.0,-27.726315789473684,6.651162790697675,156288,7398,933.0,7.0
1960,2020-07-14,IL,-3.36734693877551,3.4166666666666665,101.33333333333333,-2.6666666666666665,-28.28125,7.488372093023256,157055,7425,767.0,27.0
1961,2020-07-15,IL,-8.061224489795919,-1.346938775510204,39.666666666666664,-5.066666666666666,-28.260416666666668,9.209302325581396,158451,7435,1396.0,10.0
1962,2020-07-16,IL,-1.04,7.51063829787234,107.16666666666667,-1.0,-27.66315789473684,7.069767441860465,159676,7457,1225.0,22.0
1963,2020-07-17,IL,-7.0,1.2,106.9,1.4482758620689655,-28.21875,7.023809523809524,161042,7468,1366.0,11.0
1964,2020-07-18,IL,-8.944444444444445,6.190476190476191,139.55555555555554,8.321428571428571,-7.355263157894737,1.2173913043478262,162299,7486,1257.0,18.0
1965,2020-07-19,IL,-7.3061224489795915,1.1025641025641026,116.91666666666667,4.75,-11.287878787878787,2.2857142857142856,163284,7491,985.0,5.0
1966,2020-07-20,IL,-5.530612244897959,2.0638297872340425,95.25,-1.0666666666666667,-28.393617021276597,7.372093023255814,164552,7500,1268.0,9.0
1967,2020-07-21,IL,-8.56,-0.8125,56.916666666666664,-5.833333333333333,-28.822916666666668,9.162790697674419,165534,7521,982.0,21.0
1968,2020-03-06,IN,5.7176470588235295,1.2988505747126438,5.333333333333333,9.205882352941176,2.032967032967033,-0.031746031746031744,1,0,-165533.0,-7521.0
1969,2020-03-07,IN,24.261904761904763,15.666666666666666,105.66666666666667,18.96551724137931,5.8625,-3.1923076923076925,1,0,0.0,0.0
1970,2020-03-08,IN,22.2625,16.125,157.5,21.333333333333332,3.2666666666666666,-2.2083333333333335,2,0,1.0,0.0
1971,2020-03-09,IN,10.357142857142858,9.457831325301205,18.0,8.03225806451613,2.4615384615384617,0.09375,4,0,2.0,0.0
1972,2020-03-10,IN,9.05952380952381,7.142857142857143,14.555555555555555,7.46875,0.6630434782608695,0.5625,6,0,2.0,0.0
1973,2020-03-11,IN,10.130952380952381,12.182926829268293,28.0,6.696969696969697,1.3043478260869565,-0.09375,11,0,5.0,0.0
1974,2020-03-12,IN,10.19047619047619,24.772151898734176,41.75,6.6875,0.20652173913043478,0.65625,12,0,1.0,0.0
1975,2020-03-13,IN,9.223529411764705,33.0,35.2,7.823529411764706,-1.1538461538461537,0.7301587301587301,12,0,0.0,0.0
1976,2020-03-14,IN,-2.152941176470588,22.096385542168676,-1.4666666666666666,6.433333333333334,0.775,2.96,15,0,3.0,0.0
1977,2020-03-15,IN,-0.26506024096385544,19.189873417721518,38.416666666666664,6.433333333333334,-3.5128205128205128,2.590909090909091,19,0,4.0,0.0
1978,2020-03-16,IN,-0.6428571428571429,35.11392405063291,0.0,2.03125,-10.91304347826087,5.39344262295082,24,1,5.0,1.0
1979,2020-03-17,IN,-18.404761904761905,22.987654320987655,52.714285714285715,0.9411764705882353,-17.282608695652176,7.426229508196721,30,2,6.0,1.0
1980,2020-03-18,IN,-25.392857142857142,15.216867469879517,-9.785714285714286,-3.0303030303030303,-20.33695652173913,10.241379310344827,39,2,9.0,0.0
1981,2020-03-19,IN,-25.906976744186046,19.878048780487806,-4.769230769230769,-5.676470588235294,-22.554347826086957,11.763636363636364,56,2,17.0,0.0
1982,2020-03-20,IN,-28.93103448275862,17.83529411764706,11.083333333333334,-8.722222222222221,-25.554347826086957,13.36,81,5,25.0,3.0
1983,2020-03-21,IN,-34.86046511627907,14.070588235294117,7.923076923076923,-5.666666666666667,-19.308641975308642,9.869565217391305,128,6,47.0,1.0
1984,2020-03-22,IN,-41.68604651162791,-7.414634146341464,-5.875,-18.677419354838708,-26.182926829268293,9.722222222222221,204,9,76.0,3.0
1985,2020-03-23,IN,-26.51764705882353,10.7625,0.09090909090909091,-15.06060606060606,-30.554347826086957,13.326530612244898,264,12,60.0,3.0
1986,2020-03-24,IN,-32.51764705882353,0.7023809523809523,7.8,-14.17142857142857,-35.52173913043478,15.76595744680851,371,17,107.0,5.0
1987,2020-03-25,IN,-43.54117647058823,-17.023529411764706,58.0,-18.17142857142857,-41.0,18.466666666666665,484,19,113.0,2.0
1988,2020-03-26,IN,-41.22093023255814,-16.435294117647057,13.625,-21.194444444444443,-41.95652173913044,19.511627906976745,661,23,177.0,4.0
1989,2020-03-27,IN,-42.94252873563219,-14.895348837209303,9.5,-27.054054054054053,-42.608695652173914,21.825,992,32,331.0,9.0
1990,2020-03-28,IN,-45.04651162790697,-16.058823529411764,11.555555555555555,-24.78125,-31.25609756097561,13.368421052631579,1239,38,247.0,6.0
1991,2020-03-29,IN,-43.85057471264368,-19.928571428571427,13.833333333333334,-26.9375,-33.292682926829265,11.117647058823529,1522,40,283.0,2.0
1992,2020-03-30,IN,-34.857142857142854,-12.447058823529412,12.11111111111111,-20.38235294117647,-40.77173913043478,17.386363636363637,1797,44,275.0,4.0
1993,2020-03-31,IN,-39.28235294117647,-12.91764705882353,-0.6363636363636364,-20.17142857142857,-43.119565217391305,19.295454545454547,2177,61,380.0,17.0
1994,2020-04-01,IN,-34.604651162790695,-5.940476190476191,33.5,-19.02777777777778,-43.56521739130435,19.0,2578,80,401.0,19.0
1995,2020-04-02,IN,-32.858823529411765,-5.409638554216867,83.14285714285714,-21.583333333333332,-43.93478260869565,18.90909090909091,3056,94,478.0,14.0
1996,2020-04-03,IN,-32.55172413793103,-1.255813953488372,97.875,-24.166666666666668,-44.44565217391305,19.925,3455,118,399.0,24.0
1997,2020-04-04,IN,-42.04705882352941,-5.905882352941177,9.727272727272727,-27.0625,-31.98780487804878,13.157894736842104,3975,136,520.0,18.0
